,Date,Price,Open,High,Low,Vol.,Change %
69,"Oct 21, 2019","1,081.38","1,088.23","1,089.41","1,079.80",1.32B,-0.73%
70,"Oct 18, 2019","1,089.28","1,091.65","1,094.74","1,083.01",1.81B,-0.13%
71,"Oct 17, 2019","1,090.67","1,095.38","1,096.38","1,087.74",1.70B,-0.06%
72,"Oct 16, 2019","1,091.29","1,087.84","1,093.41","1,086.72",1.59B,0.54%
73,"Oct 15, 2019","1,085.38","1,087.31","1,089.67","1,080.62",963.07M,0.15%
74,"Oct 11, 2019","1,083.77","1,073.15","1,085.12","1,072.81",1.19B,1.52%
75,"Oct 10, 2019","1,067.54","1,073.96","1,075.22","1,067.46",879.36M,-0.84%
76,"Oct 09, 2019","1,076.56","1,071.29","1,078.10","1,066.68",869.37M,0.43%
77,"Oct 08, 2019","1,071.95","1,079.41","1,081.86","1,070.10",796.42M,-0.19%
78,"Oct 07, 2019","1,074.00","1,072.78","1,076.66","1,069.14",858.64M,0.59%
79,"Oct 04, 2019","1,067.75","1,072.57","1,074.11","1,065.65",840.77M,-0.27%
80,"Oct 03, 2019","1,070.62","1,066.55","1,074.10","1,065.55",773.22M,-0.15%
81,"Oct 02, 2019","1,072.27","1,075.27","1,076.60","1,068.03",836.63M,-0.72%
82,"Oct 01, 2019","1,080.07","1,090.54","1,091.90","1,079.20",716.77M,-0.94%
83,"Sep 30, 2019","1,090.31","1,093.95","1,096.00","1,086.86",896.47M,-0.40%
84,"Sep 27, 2019","1,094.73","1,088.01","1,099.45","1,083.30",1.09B,0.57%
85,"Sep 26, 2019","1,088.50","1,086.04","1,089.88","1,083.09",1.30B,0.64%
86,"Sep 25, 2019","1,081.53","1,079.40","1,084.22","1,077.05",1.33B,-0.28%
87,"Sep 24, 2019","1,084.56","1,079.08","1,087.73","1,078.29",1.59B,0.55%
88,"Sep 23, 2019","1,078.65","1,088.04","1,088.74","1,077.05",1.11B,-0.95%
89,"Sep 20, 2019","1,089.04","1,090.31","1,093.41","1,080.92",1.66B,-0.12%
90,"Sep 19, 2019","1,090.34","1,102.35","1,106.01","1,087.93",1.52B,-0.93%
91,"Sep 18, 2019","1,100.54","1,107.30","1,108.43","1,097.22",1.33B,-0.66%
92,"Sep 17, 2019","1,107.82","1,104.87","1,113.26","1,103.19",1.57B,0.16%
93,"Sep 16, 2019","1,106.03","1,107.85","1,109.68","1,101.18",1.19B,0.21%
94,"Sep 13, 2019","1,103.67","1,106.12","1,107.85","1,098.89",1.21B,-0.02%
95,"Sep 12, 2019","1,103.91","1,118.36","1,118.99","1,102.25",1.60B,-1.03%
96,"Sep 11, 2019","1,115.39","1,110.44","1,115.91","1,104.78",1.82B,0.72%
97,"Sep 10, 2019","1,107.41","1,114.05","1,115.85","1,104.27",1.33B,-0.28%
98,"Sep 09, 2019","1,110.57","1,111.17","1,114.24","1,106.01",1.21B,0.12%
99,"Sep 06, 2019","1,109.20","1,114.82","1,116.11","1,106.88",1.02B,0.03%
100,"Sep 05, 2019","1,108.91","1,109.50","1,112.00","1,103.70",1.28B,0.82%
101,"Sep 04, 2019","1,099.93","1,092.64","1,104.83","1,089.86",1.33B,1.30%
102,"Sep 03, 2019","1,085.80","1,097.42","1,099.63","1,085.80",1.15B,-0.84%
103,"Sep 02, 2019","1,095.04","1,092.95","1,099.18","1,088.88",1.15B,-0.13%
104,"Aug 30, 2019","1,096.47","1,089.45","1,096.47","1,085.56",1.38B,1.21%
105,"Aug 29, 2019","1,083.32","1,069.89","1,083.57","1,068.52",1.46B,1.60%
106,"Aug 28, 2019","1,066.21","1,068.05","1,071.99","1,064.53",1.06B,0.09%
107,"Aug 27, 2019","1,065.29","1,072.86","1,077.08","1,062.02",1.84B,-0.60%
108,"Aug 26, 2019","1,071.74","1,069.03","1,073.10","1,060.50",1.52B,-1.56%
109,"Aug 23, 2019","1,088.69","1,081.42","1,088.90","1,079.87",1.19B,1.00%
110,"Aug 22, 2019","1,077.88","1,071.78","1,080.68","1,070.94",1.45B,-0.24%
111,"Aug 21, 2019","1,080.46","1,072.95","1,084.69","1,068.52",1.05B,0.96%
112,"Aug 20, 2019","1,070.23","1,083.71","1,084.26","1,067.35",1.23B,-0.88%
113,"Aug 19, 2019","1,079.75","1,081.66","1,084.91","1,076.71",1.39B,0.36%
114,"Aug 16, 2019","1,075.84","1,059.72","1,077.62","1,056.89",1.40B,1.85%
115,"Aug 15, 2019","1,056.32","1,055.51","1,065.21","1,046.62",2.14B,-0.90%
116,"Aug 14, 2019","1,065.92","1,076.52","1,081.74","1,059.91",1.52B,0.03%
117,"Aug 13, 2019","1,065.58","1,081.21","1,082.92","1,064.44",1.54B,-1.98%
118,"Aug 09, 2019","1,087.14","1,101.82","1,104.56","1,086.32",1.33B,-0.83%
119,"Aug 08, 2019","1,096.27","1,101.40","1,103.29","1,092.76",1.19B,-0.41%
120,"Aug 07, 2019","1,100.80","1,103.29","1,110.41","1,098.14",1.90B,-0.14%
121,"Aug 06, 2019","1,102.31","1,089.84","1,105.45","1,086.45",1.59B,0.35%
122,"Aug 05, 2019","1,098.46","1,105.37","1,111.18","1,097.85",1.01B,-1.32%
123,"Aug 02, 2019","1,113.17","1,110.65","1,115.31","1,103.58",1.66B,-1.01%
124,"Aug 01, 2019","1,124.54","1,126.28","1,128.70","1,120.73",951.75M,-0.56%
125,"Jul 31, 2019","1,130.92","1,124.85","1,134.54","1,123.89",932.50M,0.40%
126,"Jul 30, 2019","1,126.43","1,132.37","1,135.14","1,124.38",1.05B,-0.44%
127,"Jul 26, 2019","1,131.41","1,139.82","1,140.47","1,129.02",1.06B,-0.88%
128,"Jul 25, 2019","1,141.45","1,139.65","1,143.38","1,137.59",1.07B,0.28%
129,"Jul 24, 2019","1,138.31","1,141.43","1,143.30","1,134.60",930.09M,-0.11%
