,Date,Price,Open,High,Low,Vol.,Change %
352,"Aug 24, 2018","1,128.03","1,126.29","1,129.19","1,122.84",760.74M,-0.15%
353,"Aug 23, 2018","1,129.73","1,131.13","1,134.03","1,126.53",951.85M,0.48%
354,"Aug 22, 2018","1,124.34","1,122.40","1,131.04","1,121.55",1.05B,0.33%
355,"Aug 21, 2018","1,120.66","1,127.36","1,131.78","1,116.15",1.37B,-0.44%
356,"Aug 20, 2018","1,125.61","1,123.56","1,129.69","1,120.44",2.33B,0.82%
357,"Aug 17, 2018","1,116.46","1,116.23","1,121.17","1,115.30",1.38B,0.50%
358,"Aug 16, 2018","1,110.87","1,106.00","1,112.28","1,098.99",1.51B,0.28%
359,"Aug 15, 2018","1,107.78","1,116.03","1,117.64","1,105.80",1.76B,-1.30%
360,"Aug 14, 2018","1,122.32","1,119.14","1,123.48","1,113.42",1.37B,-0.56%
361,"Aug 10, 2018","1,128.62","1,137.70","1,138.71","1,128.09",1.18B,-1.14%
362,"Aug 09, 2018","1,141.63","1,142.39","1,147.45","1,137.46",956.06M,-0.01%
363,"Aug 08, 2018","1,141.69","1,132.27","1,143.99","1,130.82",1.43B,0.92%
364,"Aug 07, 2018","1,131.25","1,126.42","1,134.54","1,119.29",1.12B,0.74%
365,"Aug 06, 2018","1,122.94","1,138.23","1,140.76","1,121.11",1.44B,-0.96%
366,"Aug 03, 2018","1,133.78","1,131.77","1,137.32","1,129.92",994.02M,0.12%
367,"Aug 02, 2018","1,132.47","1,138.35","1,140.17","1,125.52",1.19B,-0.96%
368,"Aug 01, 2018","1,143.46","1,129.93","1,144.14","1,127.60",1.61B,1.41%
369,"Jul 31, 2018","1,127.56","1,127.71","1,132.39","1,121.62",1.67B,0.12%
370,"Jul 26, 2018","1,126.25","1,126.22","1,127.83","1,116.47",1.56B,0.76%
371,"Jul 25, 2018","1,117.74","1,108.65","1,122.56","1,108.46",1.93B,1.07%
372,"Jul 24, 2018","1,105.93","1,114.04","1,116.02","1,101.40",2.11B,-0.14%
373,"Jul 23, 2018","1,107.43","1,103.46","1,112.38","1,098.25",2.03B,0.37%
374,"Jul 20, 2018","1,103.32","1,088.29","1,106.20","1,085.53",2.72B,1.70%
375,"Jul 19, 2018","1,084.85","1,081.07","1,087.98","1,077.24",1.19B,0.71%
376,"Jul 18, 2018","1,077.22","1,073.82","1,078.83","1,071.59",1.35B,0.85%
377,"Jul 17, 2018","1,068.09","1,066.12","1,072.15","1,060.52",1.31B,-0.09%
378,"Jul 16, 2018","1,069.04","1,075.03","1,077.25","1,065.12",959.21M,-1.02%
379,"Jul 13, 2018","1,080.05","1,082.95","1,085.97","1,077.31",1.18B,0.02%
380,"Jul 12, 2018","1,079.87","1,076.52","1,085.26","1,075.62",1.21B,0.10%
381,"Jul 11, 2018","1,078.82","1,075.83","1,083.06","1,073.24",1.01B,-0.60%
382,"Jul 10, 2018","1,085.36","1,074.74","1,085.52","1,064.19",1.50B,1.45%
383,"Jul 09, 2018","1,069.83","1,072.62","1,075.12","1,068.05",1.38B,0.58%
384,"Jul 06, 2018","1,063.71","1,052.82","1,067.59","1,043.87",2.65B,0.84%
385,"Jul 05, 2018","1,054.84","1,071.10","1,072.89","1,051.51",2.68B,-1.71%
386,"Jul 04, 2018","1,073.20","1,068.75","1,076.41","1,062.92",2.21B,0.32%
387,"Jul 03, 2018","1,069.77","1,056.91","1,071.32","1,052.26",1.40B,1.10%
388,"Jul 02, 2018","1,058.12","1,053.26","1,058.16","1,043.67",1.26B,0.62%
389,"Jun 29, 2018","1,051.63","1,054.99","1,059.81","1,043.32",1.90B,0.10%
390,"Jun 28, 2018","1,050.60","1,064.31","1,066.65","1,050.50",1.83B,-0.94%
391,"Jun 27, 2018","1,060.58","1,071.28","1,076.15","1,057.06",1.24B,-0.43%
392,"Jun 26, 2018","1,065.20","1,057.10","1,069.64","1,052.04",1.29B,0.33%
393,"Jun 25, 2018","1,061.68","1,076.07","1,080.45","1,060.45",1.07B,-0.89%
394,"Jun 22, 2018","1,071.18","1,075.98","1,081.65","1,065.54",1.28B,0.23%
395,"Jun 21, 2018","1,068.68","1,090.03","1,091.31","1,064.13",1.53B,-2.01%
396,"Jun 20, 2018","1,090.62","1,078.94","1,093.20","1,072.62",1.53B,1.74%
397,"Jun 19, 2018","1,071.96","1,090.34","1,096.99","1,067.58",2.32B,-2.57%
398,"Jun 18, 2018","1,100.25","1,108.53","1,110.29","1,100.15",1.17B,-1.57%
399,"Jun 15, 2018","1,117.85","1,118.75","1,123.31","1,109.92",1.51B,-0.34%
400,"Jun 14, 2018","1,121.70","1,125.19","1,126.28","1,113.93",1.31B,-0.61%
401,"Jun 13, 2018","1,128.55","1,134.21","1,136.24","1,126.58",1.16B,-0.58%
402,"Jun 12, 2018","1,135.11","1,133.80","1,142.11","1,132.71",1.23B,0.29%
403,"Jun 11, 2018","1,131.83","1,132.23","1,135.66","1,125.64",786.53M,0.08%
404,"Jun 08, 2018","1,130.91","1,143.70","1,143.87","1,130.76",1.05B,-0.89%
405,"Jun 07, 2018","1,141.12","1,149.52","1,152.40","1,141.12",1.25B,-0.42%
406,"Jun 06, 2018","1,145.95","1,145.24","1,150.87","1,140.96",1.52B,0.40%
407,"Jun 05, 2018","1,141.39","1,132.72","1,143.14","1,124.83",2.15B,0.85%
408,"Jun 04, 2018","1,131.82","1,128.60","1,135.22","1,126.03",1.13B,0.19%
409,"Jun 01, 2018","1,129.66","1,134.55","1,137.54","1,125.68",1.28B,-0.45%
410,"May 31, 2018","1,134.76","1,137.35","1,142.40","1,131.22",2.45B,0.15%
411,"May 30, 2018","1,133.06","1,126.45","1,134.81","1,122.97",1.85B,-0.67%
412,"May 28, 2018","1,140.74","1,142.83","1,144.45","1,137.24",1.33B,-0.59%
413,"May 25, 2018","1,147.49","1,142.62","1,147.50","1,134.68",1.40B,0.66%
414,"May 24, 2018","1,139.91","1,150.83","1,154.32","1,138.04",1.58B,-1.41%
415,"May 23, 2018","1,156.18","1,160.03","1,162.95","1,152.06",1.48B,-0.76%
416,"May 22, 2018","1,165.04","1,171.52","1,173.15","1,160.46",1.32B,-0.51%
417,"May 21, 2018","1,171.03","1,166.79","1,173.65","1,164.67",1.28B,0.84%
418,"May 18, 2018","1,161.26","1,159.14","1,164.06","1,154.24",1.63B,0.21%
419,"May 17, 2018","1,158.80","1,158.06","1,164.17","1,153.25",2.08B,0.19%
420,"May 16, 2018","1,156.63","1,161.43","1,164.55","1,154.17",1.63B,-1.02%
421,"May 15, 2018","1,168.56","1,172.79","1,174.17","1,162.58",1.63B,-0.34%
422,"May 14, 2018","1,172.57","1,171.31","1,174.60","1,168.78",1.45B,0.36%
423,"May 11, 2018","1,168.31","1,155.09","1,168.31","1,151.94",1.36B,1.28%
424,"May 10, 2018","1,153.50","1,163.51","1,164.44","1,151.19",1.34B,-0.49%
425,"May 09, 2018","1,159.19","1,162.18","1,164.17","1,154.82",1.77B,-0.20%
426,"May 08, 2018","1,161.46","1,177.05","1,178.09","1,157.97",1.83B,-1.28%
427,"May 07, 2018","1,176.49","1,180.38","1,183.88","1,172.78",1.32B,0.07%
428,"May 04, 2018","1,175.71","1,182.33","1,185.94","1,174.11",1.66B,-0.75%
429,"May 03, 2018","1,184.62","1,182.77","1,191.14","1,182.25",1.33B,-0.14%
430,"May 02, 2018","1,186.26","1,174.72","1,186.26","1,170.47",1.28B,0.79%
431,"Apr 30, 2018","1,177.02","1,179.90","1,181.22","1,174.86",988.43M,-0.05%
432,"Apr 27, 2018","1,177.59","1,175.37","1,177.59","1,167.44",1.29B,0.49%
433,"Apr 26, 2018","1,171.85","1,176.92","1,181.37","1,168.90",1.12B,-0.40%
434,"Apr 25, 2018","1,176.61","1,177.38","1,182.74","1,170.91",1.55B,-0.57%
435,"Apr 24, 2018","1,183.41","1,190.19","1,196.94","1,180.11",1.59B,-0.16%
436,"Apr 23, 2018","1,185.35","1,194.25","1,198.11","1,184.94",1.14B,-0.80%
437,"Apr 20, 2018","1,194.87","1,190.12","1,198.48","1,183.67",1.90B,0.52%
438,"Apr 19, 2018","1,188.65","1,174.94","1,188.87","1,173.69",1.66B,1.58%
439,"Apr 18, 2018","1,170.16","1,161.69","1,170.33","1,160.65",1.34B,1.11%
440,"Apr 17, 2018","1,157.32","1,166.08","1,167.83","1,155.26",1.10B,-0.78%
441,"Apr 12, 2018","1,166.38","1,165.43","1,169.78","1,159.85",874.48M,0.20%
442,"Apr 11, 2018","1,164.07","1,166.69","1,170.40","1,159.51",1.13B,-0.05%
443,"Apr 10, 2018","1,164.71","1,163.28","1,166.33","1,153.66",1.28B,0.49%
444,"Apr 09, 2018","1,159.00","1,146.71","1,160.26","1,144.88",1.30B,1.03%
445,"Apr 05, 2018","1,147.21","1,144.85","1,149.65","1,136.17",1.38B,0.92%
446,"Apr 04, 2018","1,136.72","1,166.24","1,170.25","1,136.63",2.84B,-2.44%
447,"Apr 03, 2018","1,165.17","1,168.17","1,174.10","1,163.11",1.64B,-0.86%
448,"Apr 02, 2018","1,175.24","1,170.17","1,176.41","1,168.00",1.06B,0.29%
449,"Mar 30, 2018","1,171.79","1,169.93","1,173.48","1,155.88",1.74B,0.66%
450,"Mar 29, 2018","1,164.10","1,176.58","1,180.63","1,156.01",2.67B,-1.17%
451,"Mar 28, 2018","1,177.92","1,186.23","1,190.44","1,175.21",1.17B,-0.86%
452,"Mar 27, 2018","1,188.10","1,192.26","1,193.82","1,186.21",1.35B,0.02%
453,"Mar 26, 2018","1,187.86","1,183.30","1,188.12","1,179.77",659.28M,0.51%
454,"Mar 23, 2018","1,181.86","1,169.67","1,181.86","1,168.81",980.33M,-0.03%
455,"Mar 22, 2018","1,182.23","1,189.31","1,193.40","1,180.58",942.12M,-0.07%
456,"Mar 21, 2018","1,183.00","1,189.53","1,191.09","1,180.94",1.28B,-0.07%
457,"Mar 20, 2018","1,183.87","1,180.51","1,187.89","1,179.17",1.16B,-0.06%
458,"Mar 19, 2018","1,184.63","1,192.99","1,193.37","1,183.14",1.20B,-0.66%
459,"Mar 16, 2018","1,192.49","1,191.60","1,197.15","1,188.92",1.47B,-0.23%
460,"Mar 15, 2018","1,195.26","1,196.52","1,200.41","1,191.51",2.05B,-0.01%
461,"Mar 14, 2018","1,195.41","1,192.35","1,199.66","1,190.48",2.02B,-0.04%
462,"Mar 13, 2018","1,195.91","1,187.79","1,196.00","1,184.30",1.99B,0.44%
463,"Mar 12, 2018","1,190.66","1,183.58","1,190.66","1,178.45",1.66B,1.58%
464,"Mar 09, 2018","1,172.17","1,175.16","1,176.50","1,162.09",1.30B,0.21%
465,"Mar 08, 2018","1,169.75","1,173.54","1,182.05","1,164.22",1.42B,-0.02%
466,"Mar 07, 2018","1,170.00","1,180.04","1,181.08","1,168.85",1.52B,-1.04%
467,"Mar 06, 2018","1,182.24","1,190.99","1,196.52","1,179.96",1.77B,-0.61%
468,"Mar 05, 2018","1,189.54","1,192.54","1,195.81","1,176.61",1.18B,-0.30%
469,"Mar 02, 2018","1,193.17","1,197.88","1,201.62","1,188.45",1.40B,-1.03%
470,"Feb 28, 2018","1,205.57","1,204.59","1,214.22","1,201.77",1.43B,-0.03%
471,"Feb 27, 2018","1,205.90","1,212.54","1,223.67","1,205.80",2.09B,-0.03%
472,"Feb 26, 2018","1,206.31","1,185.73","1,206.38","1,183.57",1.35B,1.93%
473,"Feb 23, 2018","1,183.47","1,175.55","1,184.93","1,171.66",1.09B,1.03%
474,"Feb 22, 2018","1,171.45","1,174.35","1,181.76","1,170.21",1.54B,-0.20%
475,"Feb 21, 2018","1,173.75","1,178.10","1,180.27","1,170.06",3.04B,0.40%
476,"Feb 20, 2018","1,169.10","1,176.10","1,178.52","1,168.80",882.91M,-0.50%
477,"Feb 19, 2018","1,174.97","1,176.50","1,181.30","1,174.15",954.31M,0.27%
478,"Feb 16, 2018","1,171.83","1,171.85","1,174.72","1,169.23",644.34M,0.24%
479,"Feb 15, 2018","1,168.97","1,166.48","1,170.00","1,161.26",711.90M,0.77%
480,"Feb 14, 2018","1,160.09","1,169.04","1,169.87","1,159.98",1.02B,-0.42%
481,"Feb 13, 2018","1,164.95","1,167.60","1,168.59","1,162.24",1.22B,0.10%
482,"Feb 12, 2018","1,163.81","1,156.89","1,164.11","1,153.98",953.43M,0.79%
483,"Feb 09, 2018","1,154.71","1,143.32","1,157.25","1,142.57",1.36B,-0.19%
484,"Feb 08, 2018","1,156.96","1,159.55","1,165.05","1,154.11",1.21B,-0.18%
485,"Feb 07, 2018","1,159.01","1,170.19","1,172.46","1,156.18",1.63B,-0.23%
486,"Feb 06, 2018","1,161.67","1,151.47","1,164.18","1,140.37",3.03B,-1.17%
487,"Feb 05, 2018","1,175.46","1,168.66","1,179.18","1,167.74",2.70B,-1.07%
488,"Feb 02, 2018","1,188.12","1,195.82","1,198.35","1,184.14",1.53B,-0.31%
489,"Feb 01, 2018","1,191.83","1,191.58","1,194.61","1,188.21",1.31B,0.48%
490,"Jan 31, 2018","1,186.16","1,181.83","1,192.44","1,180.36",1.38B,-0.00%
491,"Jan 30, 2018","1,186.17","1,192.89","1,193.78","1,182.60",1.51B,-0.78%
492,"Jan 29, 2018","1,195.46","1,194.95","1,197.76","1,190.74",1.23B,0.51%
493,"Jan 26, 2018","1,189.45","1,182.41","1,189.85","1,173.81",2.01B,0.67%
494,"Jan 25, 2018","1,181.56","1,198.88","1,202.06","1,181.56",2.09B,-1.17%
495,"Jan 24, 2018","1,195.60","1,191.27","1,197.75","1,189.01",1.45B,0.24%
496,"Jan 23, 2018","1,192.74","1,190.69","1,195.60","1,186.67",1.83B,0.59%
497,"Jan 22, 2018","1,185.78","1,182.14","1,189.08","1,178.78",1.17B,0.18%
498,"Jan 19, 2018","1,183.60","1,178.63","1,183.60","1,170.95",2.00B,0.08%
499,"Jan 18, 2018","1,182.70","1,194.53","1,195.75","1,182.65",1.83B,-0.60%
500,"Jan 17, 2018","1,189.89","1,184.66","1,190.65","1,181.69",1.70B,0.24%
501,"Jan 16, 2018","1,187.02","1,194.16","1,195.19","1,184.83",1.52B,-0.12%
502,"Jan 15, 2018","1,188.44","1,182.69","1,191.78","1,182.16",2.02B,1.07%
503,"Jan 12, 2018","1,175.81","1,176.10","1,181.54","1,174.80",1.56B,0.45%
504,"Jan 11, 2018","1,170.56","1,164.05","1,171.70","1,157.07",1.55B,0.50%
505,"Jan 10, 2018","1,164.68","1,170.56","1,175.28","1,162.75",2.25B,-0.10%
506,"Jan 09, 2018","1,165.86","1,164.60","1,167.95","1,156.48",1.50B,0.18%
507,"Jan 08, 2018","1,163.72","1,168.99","1,179.54","1,163.72",1.56B,-0.30%
508,"Jan 05, 2018","1,167.18","1,169.49","1,173.90","1,163.09",1.83B,-0.01%
509,"Jan 04, 2018","1,167.29","1,162.74","1,167.80","1,156.97",2.11B,0.95%
510,"Jan 03, 2018","1,156.28","1,139.70","1,157.16","1,138.20",2.06B,1.86%
511,"Dec 29, 2017","1,135.14","1,133.14","1,136.54","1,130.55",896.64M,0.52%
512,"Dec 28, 2017","1,129.30","1,139.05","1,140.04","1,123.40",1.35B,-0.67%
513,"Dec 27, 2017","1,136.92","1,139.49","1,145.14","1,135.76",832.13M,0.06%
514,"Dec 26, 2017","1,136.20","1,135.62","1,137.88","1,129.15",758.15M,0.04%
515,"Dec 25, 2017","1,135.70","1,130.90","1,137.99","1,129.61",772.37M,0.64%
516,"Dec 22, 2017","1,128.48","1,126.11","1,130.42","1,123.05",873.42M,0.35%
517,"Dec 21, 2017","1,124.57","1,126.95","1,128.66","1,122.86",751.38M,-0.15%
518,"Dec 20, 2017","1,126.23","1,122.98","1,127.37","1,118.73",1.08B,0.35%
519,"Dec 19, 2017","1,122.30","1,119.87","1,125.79","1,119.20",1.30B,0.40%
520,"Dec 18, 2017","1,117.82","1,115.33","1,120.45","1,112.69",948.64M,0.41%
521,"Dec 15, 2017","1,113.30","1,110.35","1,113.55","1,106.92",1.03B,0.16%
522,"Dec 14, 2017","1,111.49","1,105.79","1,111.55","1,103.71",827.03M,0.66%
523,"Dec 13, 2017","1,104.15","1,102.69","1,106.29","1,100.85",836.79M,0.25%
524,"Dec 12, 2017","1,101.36","1,103.00","1,104.83","1,098.70",739.72M,0.06%
525,"Dec 08, 2017","1,100.68","1,100.24","1,105.04","1,097.44",945.58M,0.24%
526,"Dec 07, 2017","1,098.08","1,090.44","1,098.08","1,087.66",899.59M,0.67%
527,"Dec 06, 2017","1,090.79","1,088.21","1,091.26","1,082.71",904.25M,0.04%
528,"Dec 04, 2017","1,090.40","1,093.58","1,094.79","1,086.33",695.69M,0.11%
529,"Dec 01, 2017","1,089.24","1,091.57","1,092.82","1,085.90",1.11B,0.31%
530,"Nov 30, 2017","1,085.86","1,088.97","1,093.75","1,082.86",1.17B,-0.53%
531,"Nov 29, 2017","1,091.68","1,093.12","1,098.11","1,090.30",1.20B,0.06%
532,"Nov 28, 2017","1,091.06","1,084.40","1,091.06","1,083.93",953.87M,0.60%
533,"Nov 27, 2017","1,084.57","1,081.72","1,085.57","1,078.19",761.68M,0.08%
534,"Nov 24, 2017","1,083.70","1,089.36","1,092.14","1,080.15",1.37B,-0.61%
535,"Nov 23, 2017","1,090.30","1,095.19","1,096.91","1,089.57",1.01B,-0.24%
536,"Nov 22, 2017","1,092.94","1,093.87","1,099.45","1,091.50",896.20M,0.28%
537,"Nov 21, 2017","1,089.93","1,092.91","1,094.59","1,086.96",1.08B,-0.09%
538,"Nov 20, 2017","1,090.86","1,092.98","1,094.73","1,089.87",734.79M,0.15%
539,"Nov 17, 2017","1,089.23","1,084.38","1,091.03","1,080.43",1.06B,1.17%
540,"Nov 16, 2017","1,076.63","1,076.94","1,081.46","1,076.38",1.68B,0.15%
541,"Nov 15, 2017","1,075.03","1,081.88","1,082.88","1,073.46",1.04B,-0.81%
542,"Nov 14, 2017","1,083.79","1,074.56","1,085.88","1,071.21",827.05M,1.08%
543,"Nov 13, 2017","1,072.23","1,070.79","1,075.19","1,066.35",825.33M,-0.07%
544,"Nov 10, 2017","1,072.97","1,081.15","1,082.88","1,072.31",986.66M,-0.79%
545,"Nov 09, 2017","1,081.52","1,091.70","1,092.10","1,080.33",917.62M,-0.69%
546,"Nov 08, 2017","1,089.02","1,089.07","1,092.77","1,085.41",927.12M,0.10%
547,"Nov 07, 2017","1,087.89","1,089.43","1,092.91","1,086.55",907.88M,0.14%
548,"Nov 06, 2017","1,086.33","1,079.68","1,087.00","1,073.89",1.04B,0.73%
549,"Nov 03, 2017","1,078.50","1,083.00","1,083.40","1,076.09",1.11B,-0.09%
550,"Nov 02, 2017","1,079.45","1,089.24","1,090.02","1,079.41",1.20B,-0.89%
551,"Nov 01, 2017","1,089.13","1,099.65","1,100.46","1,088.31",1.25B,-0.51%
552,"Oct 31, 2017","1,094.74","1,095.63","1,099.57","1,092.81",1.06B,0.12%
553,"Oct 30, 2017","1,093.45","1,093.21","1,097.20","1,081.64",1.02B,0.26%
554,"Oct 27, 2017","1,090.66","1,088.22","1,096.06","1,087.91",886.46M,0.41%
555,"Oct 25, 2017","1,086.25","1,087.59","1,089.75","1,083.73",768.03M,0.30%
556,"Oct 24, 2017","1,082.98","1,080.11","1,087.10","1,077.81",788.08M,0.36%
557,"Oct 20, 2017","1,079.07","1,066.12","1,082.21","1,065.27",1.50B,0.44%
558,"Oct 19, 2017","1,074.37","1,091.80","1,094.64","1,072.75",1.48B,-1.66%
559,"Oct 18, 2017","1,092.55","1,103.79","1,103.94","1,091.67",1.18B,-1.10%
560,"Oct 17, 2017","1,104.72","1,105.20","1,107.69","1,100.02",1.63B,-0.07%
561,"Oct 16, 2017","1,105.49","1,100.18","1,107.12","1,099.44",1.27B,1.02%
562,"Oct 12, 2017","1,094.33","1,099.16","1,100.66","1,091.87",1.17B,-0.21%
563,"Oct 11, 2017","1,096.64","1,097.65","1,100.37","1,093.72",1.38B,0.42%
564,"Oct 10, 2017","1,092.02","1,081.33","1,093.50","1,076.70",1.38B,1.13%
565,"Oct 09, 2017","1,079.82","1,082.86","1,084.97","1,079.15",776.38M,-0.17%
566,"Oct 06, 2017","1,081.63","1,082.07","1,085.89","1,079.69",1.31B,0.35%
567,"Oct 05, 2017","1,077.91","1,078.52","1,080.81","1,075.14",1.20B,0.06%
568,"Oct 04, 2017","1,077.26","1,083.73","1,088.20","1,074.65",1.50B,-0.35%
569,"Oct 03, 2017","1,081.07","1,083.51","1,084.35","1,077.81",935.76M,-0.04%
570,"Oct 02, 2017","1,081.51","1,071.88","1,083.11","1,071.65",1.28B,1.18%
571,"Sep 29, 2017","1,068.92","1,065.98","1,072.06","1,063.62",1.05B,0.26%
572,"Sep 28, 2017","1,066.16","1,071.61","1,073.23","1,061.07",1.17B,-0.40%
573,"Sep 27, 2017","1,070.45","1,069.40","1,073.75","1,063.80",1.27B,0.13%
574,"Sep 26, 2017","1,069.07","1,070.36","1,073.28","1,067.41",1.02B,0.16%
575,"Sep 25, 2017","1,067.41","1,062.45","1,068.74","1,059.45",1.04B,0.59%
576,"Sep 22, 2017","1,061.16","1,066.47","1,070.01","1,060.64",1.33B,-0.86%
577,"Sep 21, 2017","1,070.39","1,072.55","1,075.99","1,069.83",834.53M,-0.21%
578,"Sep 20, 2017","1,072.61","1,074.21","1,076.71","1,067.81",1.28B,-0.30%
579,"Sep 19, 2017","1,075.89","1,075.60","1,077.94","1,068.00",1.64B,0.16%
580,"Sep 18, 2017","1,074.16","1,066.64","1,079.83","1,066.17",2.00B,0.93%
581,"Sep 15, 2017","1,064.27","1,062.62","1,065.42","1,058.04",1.42B,0.19%
582,"Sep 14, 2017","1,062.29","1,051.39","1,064.66","1,049.53",1.69B,1.25%
583,"Sep 13, 2017","1,049.16","1,052.59","1,055.76","1,047.62",1.37B,-0.10%
584,"Sep 12, 2017","1,050.24","1,050.12","1,052.90","1,046.95",1.13B,0.28%
585,"Sep 11, 2017","1,047.31","1,046.99","1,051.51","1,044.95",1.17B,0.10%
586,"Sep 08, 2017","1,046.26","1,046.67","1,054.70","1,044.80",1.74B,0.43%
587,"Sep 07, 2017","1,041.78","1,035.33","1,043.04","1,033.59",1.49B,0.76%
588,"Sep 06, 2017","1,033.92","1,033.54","1,034.08","1,029.10",1.31B,0.01%
589,"Sep 05, 2017","1,033.79","1,034.74","1,036.10","1,030.63",1.11B,-0.01%
590,"Sep 04, 2017","1,033.90","1,032.80","1,034.92","1,029.63",870.35M,0.00%
591,"Sep 01, 2017","1,033.85","1,037.25","1,038.85","1,032.48",728.34M,-0.04%
592,"Aug 31, 2017","1,034.29","1,031.96","1,034.38","1,028.29",1.34B,-0.03%
593,"Aug 30, 2017","1,034.65","1,037.19","1,044.36","1,032.32",1.31B,-0.01%
594,"Aug 29, 2017","1,034.76","1,011.65","1,038.13","1,010.40",2.36B,2.39%
595,"Aug 28, 2017","1,010.57","1,006.23","1,013.78","1,004.60",1.19B,0.74%
596,"Aug 25, 2017","1,003.17","1,003.81","1,005.44",999.97,731.33M,-0.04%
597,"Aug 24, 2017","1,003.56","1,003.30","1,005.06","1,000.84",906.79M,0.20%
598,"Aug 23, 2017","1,001.51","1,003.10","1,004.21",998.78,661.89M,-0.03%
599,"Aug 22, 2017","1,001.85","1,000.97","1,003.14",999.13,778.43M,0.26%
600,"Aug 21, 2017",999.27,998.70,"1,001.06",997.36,724.45M,0.26%
601,"Aug 18, 2017",996.70,996.55,998.40,994.05,860.09M,-0.11%
602,"Aug 17, 2017",997.78,999.45,"1,000.25",995.82,1.28B,-0.07%
603,"Aug 16, 2017",998.51,998.13,999.71,995.02,923.59M,-0.07%
604,"Aug 15, 2017",999.16,"1,000.08","1,002.91",997.60,762.35M,0.41%
605,"Aug 11, 2017",995.06,997.47,998.07,991.42,884.07M,-0.53%
606,"Aug 10, 2017","1,000.34","1,000.01","1,001.73",996.20,615.58M,0.09%
607,"Aug 09, 2017",999.47,"1,002.63","1,002.95",997.37,535.94M,-0.29%
608,"Aug 08, 2017","1,002.40","1,000.98","1,004.29",999.16,672.71M,0.26%
609,"Aug 07, 2017",999.79,"1,002.16","1,003.20",998.38,661.67M,-0.24%
610,"Aug 04, 2017","1,002.19","1,004.31","1,005.35","1,001.23",678.83M,-0.05%
611,"Aug 03, 2017","1,002.69","1,004.50","1,006.96","1,002.24",588.86M,-0.22%
612,"Aug 02, 2017","1,004.88","1,005.83","1,006.72","1,002.59",905.85M,0.21%
613,"Aug 01, 2017","1,002.77","1,001.85","1,004.96",999.30,842.53M,-0.12%
614,"Jul 31, 2017","1,003.96","1,007.39","1,007.97",998.29,1.03B,-0.31%
615,"Jul 27, 2017","1,007.08","1,008.35","1,008.75","1,004.22",707.69M,-0.02%
616,"Jul 26, 2017","1,007.28","1,006.47","1,009.21","1,005.18",945.63M,0.17%
617,"Jul 25, 2017","1,005.53","1,002.23","1,006.36","1,000.89",1.22B,0.46%
618,"Jul 24, 2017","1,000.91",998.74,"1,003.12",998.34,782.73M,0.27%
619,"Jul 21, 2017",998.19,999.93,"1,001.36",997.35,1.16B,-0.04%
620,"Jul 20, 2017",998.59,"1,000.52","1,001.81",997.99,831.86M,-0.16%
621,"Jul 19, 2017","1,000.22",998.65,"1,001.33",996.48,613.17M,0.40%
622,"Jul 18, 2017",996.25,997.64,998.38,993.31,975.74M,-0.05%
623,"Jul 17, 2017",996.76,"1,001.81","1,002.79",995.29,674.98M,-0.25%
624,"Jul 14, 2017",999.30,"1,000.55","1,001.46",996.01,682.72M,-0.01%
625,"Jul 13, 2017",999.35,"1,000.35","1,002.66",996.70,1.04B,0.33%
626,"Jul 12, 2017",996.09,995.16,998.97,992.48,1.21B,0.42%
627,"Jul 11, 2017",991.95,993.13,994.60,988.87,924.19M,-0.09%
628,"Jul 07, 2017",992.88,992.02,993.79,989.29,714.95M,-0.08%
629,"Jul 06, 2017",993.69,995.93,996.57,988.89,986.14M,-0.24%
630,"Jul 05, 2017",996.08,996.39,998.84,994.13,692.74M,0.07%
631,"Jul 04, 2017",995.39,"1,001.13","1,002.06",994.02,670.82M,-0.38%
632,"Jul 03, 2017",999.16,996.76,999.89,994.94,662.81M,0.48%
633,"Jun 30, 2017",994.35,995.48,997.67,990.74,959.30M,-0.08%
634,"Jun 29, 2017",995.10,"1,000.46","1,003.26",993.77,1.46B,-0.22%
635,"Jun 28, 2017",997.33,999.26,"1,000.19",995.38,803.63M,-0.23%
636,"Jun 27, 2017",999.60,999.46,"1,001.15",997.04,730.31M,0.22%
637,"Jun 26, 2017",997.44,998.82,"1,000.62",995.63,1.08B,0.12%
638,"Jun 23, 2017",996.26,996.12,998.28,994.93,1.23B,0.13%
639,"Jun 22, 2017",994.96,993.05,997.51,992.47,1.17B,0.23%
640,"Jun 21, 2017",992.70,992.40,993.92,989.73,920.84M,-0.18%
641,"Jun 20, 2017",994.52,997.42,997.81,993.00,715.56M,-0.14%
642,"Jun 19, 2017",995.90,994.29,997.72,993.74,763.12M,0.38%
643,"Jun 16, 2017",992.10,992.13,993.98,988.76,811.46M,0.25%
644,"Jun 15, 2017",989.58,990.99,994.30,989.22,640.64M,-0.36%
645,"Jun 14, 2017",993.15,991.66,994.72,989.09,715.81M,0.19%
646,"Jun 13, 2017",991.24,986.35,992.22,985.03,917.44M,0.65%
647,"Jun 12, 2017",984.87,987.78,989.80,982.82,711.62M,-0.27%
648,"Jun 09, 2017",987.52,990.71,991.04,985.79,862.28M,-0.33%
649,"Jun 08, 2017",990.74,988.68,991.81,985.51,845.96M,0.28%
650,"Jun 07, 2017",987.95,990.88,992.82,987.44,789.31M,-0.21%
651,"Jun 06, 2017",990.04,988.95,991.35,985.24,968.97M,0.17%
652,"Jun 05, 2017",988.36,993.57,994.33,985.89,896.33M,-0.19%
